event_id,release_version,item_index,item_kind,category,item_text,note_status,source_url,source_ref,evidence_class
"pi-coding-agent-0.85.0-004","0.85.0","4","BULLET","Added","Added `SessionManager.inMemory()` support for restoring externally managed session entries ([#8980](https://github.com/earendil-works/pi/pull/8980) by [@y-nk](https://github.com/y-nk)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-005","0.85.0","5","BULLET","Added","Added inherited OpenAI-compatible `vllmPriority` and `supportsMaxOutputTokens` model settings for vLLM scheduler priority and OpenAI Responses output-token limits ([#9004](https://github.com/earendil-works/pi/pull/9004) by [@AppleDannyClegg](https://github.com/AppleDannyClegg), [#8941](https://github.com/earendil-works/pi/pull/8941) by [@scturtle](https://github.com/scturtle)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-006","0.85.0","6","BULLET","Added","Added inherited LaTeX rendering for relational algebra join symbols ([#9050](https://github.com/earendil-works/pi/pull/9050) by [@haoqixu](https://github.com/haoqixu)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-007","0.85.0","7","BULLET","Added","Added a clickable ""Jump to latest message"" label with the `tui.altScreen.bottom` shortcut to the fullscreen transcript while it is scrolled up ([#9080](https://github.com/earendil-works/pi/pull/9080) by [@rwachtler](https://github.com/rwachtler)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-008","0.85.0","8","BULLET","Changed","Moved the streaming working indicator into the default editor border and matched its default spinner and label to the thinking-level border color. Custom editors retain the standalone indicator unless they opt in to embedding it ([#8799](https://github.com/earendil-works/pi/pull/8799) by [@cristinaponcela](https://github.com/cristinaponcela)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-009","0.85.0","9","BULLET","Changed","Reduced inherited fullscreen transcript search latency on large transcripts by caching unchanged search results, indexing ASCII runs, and limiting highlight work to visible matches ([#8800](https://github.com/earendil-works/pi/pull/8800) by [@cristinaponcela](https://github.com/cristinaponcela)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-010","0.85.0","10","BULLET","Fixed","Fixed managed `fd` and ripgrep downloads on Linux musl systems ([#9070](https://github.com/earendil-works/pi/pull/9070) by [@Charlie0113-T](https://github.com/Charlie0113-T)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-011","0.85.0","11","BULLET","Fixed","Removed the unavailable inherited Grok Build 0.1 model from `/model` ([#9093](https://github.com/earendil-works/pi/pull/9093) by [@Jaaneek](https://github.com/Jaaneek)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-012","0.85.0","12","BULLET","Fixed","Fixed inherited provider streams emitting incompatible event sequences and custom tool-call deltas.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-013","0.85.0","13","BULLET","Fixed","Restored the `@earendil-works/pi-coding-agent/client` compatibility entry point.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-014","0.85.0","14","BULLET","Fixed","Fixed the inherited Qwen Token Plan Individual catalog to include Qwen3.8 Flash ([#9021](https://github.com/earendil-works/pi/issues/9021)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-015","0.85.0","15","BULLET","Fixed","Fixed inherited OpenAI Codex SSE parsing to process terminal events that are not followed by a blank line ([#9047](https://github.com/earendil-works/pi/issues/9047)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-016","0.85.0","16","BULLET","Fixed","Fixed inherited GitHub Copilot Claude Fable 5 requests so selected reasoning levels are sent ([#8961](https://github.com/earendil-works/pi/issues/8961)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-017","0.85.0","17","BULLET","Fixed","Fixed inherited Baseten GLM-5.2 models incorrectly advertising image input support ([#8293](https://github.com/earendil-works/pi/pull/8293) by [@Panoplos](https://github.com/Panoplos)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-018","0.85.0","18","BULLET","Fixed","Fixed skills being unavailable when Bash is the only enabled tool ([#8552](https://github.com/earendil-works/pi/pull/8552) by [@xl0](https://github.com/xl0)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-019","0.85.0","19","BULLET","Fixed","Fixed concurrent session shares overwriting one another ([#8613](https://github.com/earendil-works/pi/pull/8613) by [@wutongyuonce](https://github.com/wutongyuonce)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-020","0.85.0","20","BULLET","Fixed","Fixed image orientation detection skipping EXIF data after non-EXIF APP1 segments ([#8616](https://github.com/earendil-works/pi/pull/8616) by [@wutongyuonce](https://github.com/wutongyuonce)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-021","0.85.0","21","BULLET","Fixed","Fixed imported sessions overwriting an existing session with the same filename ([#8985](https://github.com/earendil-works/pi/pull/8985) by [@wutongyuonce](https://github.com/wutongyuonce)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-022","0.85.0","22","BULLET","Fixed","Fixed session forks losing their compaction boundary ([#8990](https://github.com/earendil-works/pi/pull/8990) by [@acmerfight](https://github.com/acmerfight)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-023","0.85.0","23","BULLET","Fixed","Fixed in-memory session forks before an active turn settled ([#8937](https://github.com/earendil-works/pi/pull/8937) by [@acmerfight](https://github.com/acmerfight)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-024","0.85.0","24","BULLET","Fixed","Fixed inherited Fireworks GLM models using the wrong API adapter.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-025","0.85.0","25","BULLET","Fixed","Fixed inherited `NO_PROXY` matching for root domains and subdomains ([#8737](https://github.com/earendil-works/pi/pull/8737) by [@MeiSiristhebest](https://github.com/MeiSiristhebest)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-026","0.85.0","26","BULLET","Fixed","Fixed `bash`, `edit`, `find`, `grep`, `ls`, `read`, and `write` tools ignoring `ctx.cwd` ([#8627](https://github.com/earendil-works/pi/pull/8627) by [@vmizg](https://github.com/vmizg)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-027","0.85.0","27","BULLET","Fixed","Fixed inherited terminal startup under restricted seccomp policies that reject the `SIGWINCH` self-signal ([#8898](https://github.com/earendil-works/pi/pull/8898) by [@bartlomiejkida](https://github.com/bartlomiejkida)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-028","0.85.0","28","BULLET","Fixed","Fixed inherited Zed terminal image capability detection ([#8828](https://github.com/earendil-works/pi/pull/8828) by [@Perlence](https://github.com/Perlence)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-029","0.85.0","29","BULLET","Fixed","Fixed drag selection continuing over the fullscreen editor.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-030","0.85.0","30","BULLET","Fixed","Fixed managed `fd` and ripgrep downloads requiring the GitHub Releases API ([#8708](https://github.com/earendil-works/pi/pull/8708) by [@Terminator666666](https://github.com/Terminator666666)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-031","0.85.0","31","BULLET","Fixed","Fixed branch summaries failing when reasoning consumes the previous 2048-token output cap ([#8845](https://github.com/earendil-works/pi/issues/8845)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-032","0.85.0","32","BULLET","Fixed","Fixed the write tool reporting UTF-16 code-unit counts as byte counts by removing the misleading count ([#8979](https://github.com/earendil-works/pi/issues/8979)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-033","0.85.0","33","BULLET","Fixed","Fixed proxied plain-HTTP provider requests hanging after a tool call by tunneling them with CONNECT ([#8134](https://github.com/earendil-works/pi/issues/8134)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.85.0-034","0.85.0","34","BULLET","Fixed","Fixed RPC `abort` reporting success without cancelling an in-progress manual compaction ([#8920](https://github.com/earendil-works/pi/issues/8920)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.85.0/packages/coding-agent/CHANGELOG.md","v0.85.0@107d79f11072bbc8a3a757ed7fd69596bee7d68c","EXTRACTED"
"pi-coding-agent-0.84.4-001","0.84.4","1","BULLET","New Features","**Terminal capability overrides** — Override detected terminal hyperlink, image, and truecolor support. See [Capability Overrides](docs/terminal-setup.md#capability-overrides).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-002","0.84.4","2","BULLET","New Features","**Extension UI prompt events** — Integrations can distinguish active agent work from time spent waiting for `ctx.ui` prompts. See [Extension UI prompt events](docs/extensions.md#ui_prompt_start--ui_prompt_end).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-003","0.84.4","3","BULLET","New Features","**RPC queue clearing** — Retrieve and clear queued steering and follow-up messages with `clear_queue`. See [RPC `clear_queue`](docs/rpc.md#clear_queue).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-004","0.84.4","4","BULLET","New Features","**Fullscreen selection copy controls** — Disable automatic selection copying in fullscreen mode and use Ctrl+X to copy the active selection. See [UI & Display](docs/settings.md#ui--display).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-005","0.84.4","5","BULLET","New Features","**DeepSeek V4 Flash Vision (experimental)** — Use the vision-capable model through the built-in DeepSeek provider. See [API Keys](docs/providers.md#api-keys).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-006","0.84.4","6","BULLET","Added","Added `supportsMidConvoEffort` to custom Anthropic Messages model compatibility settings.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-007","0.84.4","7","BULLET","Added","Added transcript notices for Anthropic thinking blocks dropped during provider recovery when cache miss notices are enabled.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-008","0.84.4","8","BULLET","Added","Added `ui_prompt_start` and `ui_prompt_end` extension events so host integrations can distinguish active agent work from waiting on user-facing `ctx.ui` prompts ([#8355](https://github.com/earendil-works/pi/pull/8355) by [@cristinaponcela](https://github.com/cristinaponcela)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-009","0.84.4","9","BULLET","Added","Added `detectSupportedImageMimeTypeFromFile()` to the public library exports ([#8600](https://github.com/earendil-works/pi/pull/8600) by [@xl0](https://github.com/xl0)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-010","0.84.4","10","BULLET","Added","Added inherited experimental vision-capable `deepseek-v4-flash-vision-exp` model support.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-011","0.84.4","11","BULLET","Added","Added transcript usage notices for compaction and branch summaries when cache miss notices are enabled.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-012","0.84.4","12","BULLET","Added","Added RPC `clear_queue` to retrieve and remove queued steering and follow-up messages ([#8432](https://github.com/earendil-works/pi/issues/8432)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-013","0.84.4","13","BULLET","Added","Added environment variables and advanced settings for overriding auto-detected terminal hyperlink, image, and truecolor capabilities ([#8665](https://github.com/earendil-works/pi/issues/8665)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-014","0.84.4","14","BULLET","Added","Added `fullscreenCopyOnSelect` to disable automatic fullscreen selection copy; when disabled, `Ctrl+X` copies the active text selection before falling back to the last assistant message, while `/tree` still copies the selected message ([#7720](https://github.com/earendil-works/pi/issues/7720)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-015","0.84.4","15","BULLET","Changed","Changed fullscreen scrollbars to reveal on pointer entry, support optional `scrollbarTrack` and `scrollbarThumb` theme colors with muted and text fallbacks, keep one thumb color across normal and expanded states, and support track-click jumping.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-016","0.84.4","16","BULLET","Changed","Changed fullscreen transcript search arrows to underline on hover and capitalized the search placeholder.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-017","0.84.4","17","BULLET","Changed","Changed selectors in `/thinking`, `/model`, `/scoped-models`, `/trust`, per-model thinking settings, and theme settings to keep active options marked while browsing. `/scoped-models` now uses consistent per-item toggles and strikes through unavailable models ([#8900](https://github.com/earendil-works/pi/pull/8900)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-018","0.84.4","18","BULLET","Fixed","Fixed toggling thinking visibility clearing partial output from running Bash tools ([#8611](https://github.com/earendil-works/pi/issues/8611)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-019","0.84.4","19","BULLET","Fixed","Fixed Windows shell aborts crashing Pi when `taskkill.exe` is unavailable on `PATH` ([#6596](https://github.com/earendil-works/pi/issues/6596)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-020","0.84.4","20","BULLET","Fixed","Fixed resumed sessions corrupting the next appended entry when their JSONL file lacks a trailing newline ([#8345](https://github.com/earendil-works/pi/issues/8345)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-021","0.84.4","21","BULLET","Fixed","Fixed extension messages sent with `triggerTurn: false` while the agent is running being inserted between a tool call and its result, which made providers that validate message order reject the replayed history. They are now appended once the turn's tool results are in ([#8537](https://github.com/earendil-works/pi/issues/8537)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-022","0.84.4","22","BULLET","Fixed","Fixed compaction and branch summaries forcing `toolChoice: ""none""` ([#8649](https://github.com/earendil-works/pi/issues/8649), [#8638](https://github.com/earendil-works/pi/issues/8638)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-023","0.84.4","23","BULLET","Fixed","Fixed large tool results crossing the auto-compaction threshold being sent to the provider before compaction. Pi now compacts between tool execution and the next assistant response in the same run, and restores interactive progress when that run resumes ([#6879](https://github.com/earendil-works/pi/issues/6879)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-024","0.84.4","24","BULLET","Fixed","Fixed Google Vertex requests failing with `HttpsProxyAgent is not a constructor` when the bundled Node.js runtime uses an HTTP(S) proxy ([#8610](https://github.com/earendil-works/pi/issues/8610)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-025","0.84.4","25","BULLET","Fixed","Fixed saving a default model from a non-empty model scope so it remains available in that scope.","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
"pi-coding-agent-0.84.4-026","0.84.4","26","BULLET","Fixed","Fixed inherited `@` file autocomplete ranking to prefer direct and shallower matches over similarly ranked nested paths ([#8669](https://github.com/earendil-works/pi/pull/8669)).","PRESENT","https://raw.githubusercontent.com/earendil-works/pi/v0.84.4/packages/coding-agent/CHANGELOG.md","v0.84.4@b79e4cc834970cca69daebffab7df1da7d1e52c4","EXTRACTED"
